#KEY	SRR11357510	SRR11357511	SRR11357512	SRR11357513	SRR11357514	SRR11357515	SRR11357516	SRR11357517
Geneid	SRR11357510	SRR11357511	SRR11357512	SRR11357513	SRR11357514	SRR11357515	SRR11357516	SRR11357517
gene:ECOLIN_20620	506	439	652	559	344	456	356	313
gene:ECOLIN_20625	24	8	37	26	34	30	25	32
gene:ECOLIN_20630	48	79	184	125	42	64	78	79
gene:ECOLIN_20635	84	86	77	46	57	82	41	52
gene:ECOLIN_20640	146	167	117	145	119	213	111	118
gene:ECOLIN_20645	528	593	607	573	422	442	528	495
gene:ECOLIN_20650	691	905	563	610	910	751	699	673
gene:ECOLIN_20655	5320	3222	533	463	3134	3468	512	317
gene:ECOLIN_20660	958	877	200	152	805	872	153	173
gene:ECOLIN_20665	211	186	105	103	179	203	58	97
gene:ECOLIN_20670	33	34	44	26	39	22	12	15
gene:ECOLIN_20675	52	40	50	24	31	21	37	28
gene:ECOLIN_20680	25	26	39	24	34	55	9	8
gene:ECOLIN_20685	36	35	25	25	22	20	15	19
gene:ECOLIN_20690	21	37	106	83	31	32	64	64
gene:ECOLIN_20695	26	8	8	8	14	10	4	2
gene:ECOLIN_20700	407	386	377	402	364	385	324	298
gene:ECOLIN_20705	320	310	489	440	327	314	408	331
gene:ECOLIN_20710	245	159	575	526	104	147	340	256
gene:ECOLIN_20715	218	145	546	418	186	186	296	278
gene:ECOLIN_20720	523	379	1843	1646	553	467	724	684
gene:ECOLIN_20725	3824	3902	678	740	3365	3080	862	823
gene:ECOLIN_20730	701	532	99	143	668	624	172	171
gene:ECOLIN_20740	64	60	7	5	96	72	7	5
gene:ECOLIN_20745	11651	13294	587	620	11663	12028	861	886
gene:ECOLIN_20750	13726	15129	537	579	13037	13952	896	768
gene:ECOLIN_20755	27841	28024	1284	1174	27743	26388	2042	1764
gene:ECOLIN_20760	8866	8392	346	309	8667	8488	578	566
gene:ECOLIN_20765	11464	10901	405	476	11387	11114	853	801
gene:ECOLIN_20770	9262	8358	300	373	7266	9248	579	496
gene:ECOLIN_20775	9824	8521	553	555	9425	9300	907	799
gene:ECOLIN_20780	2022	1951	324	303	2074	2222	339	282
gene:ECOLIN_20785	684	439	396	261	411	421	297	258
gene:ECOLIN_20790	3090	1408	628	648	1634	1479	728	559
gene:ECOLIN_20795	2152	1538	964	952	1710	1911	972	859
gene:ECOLIN_20800	132	136	234	197	114	145	184	122
gene:ECOLIN_20805	945	955	8913	7292	777	1446	4232	3554
gene:ECOLIN_20810	512	514	580	489	617	673	392	312
gene:ECOLIN_20815	589	728	341	310	1004	922	453	367
gene:ECOLIN_20820	466	393	354	378	395	503	410	397
gene:ECOLIN_20825	1721	1702	349	288	2357	2591	372	293
gene:ECOLIN_20830	1634	1625	231	225	2563	2439	284	270
gene:ECOLIN_20835	960	1164	119	134	1528	1554	149	113
gene:ECOLIN_20840	2833	2945	3223	2171	3110	3473	1502	1265
gene:ECOLIN_20845	1120	978	246	231	959	996	284	250
gene:ECOLIN_20850	677	625	321	252	654	617	235	263
gene:ECOLIN_20855	41	32	4	6	55	29	14	8
gene:ECOLIN_20860	102	90	42	52	117	79	42	54
gene:ECOLIN_20865	471	521	431	318	523	505	284	215
gene:ECOLIN_20870	476	486	387	395	418	417	379	395
gene:ECOLIN_20875	71	398	59	86	60	283	32	41
gene:ECOLIN_20880	2	1	0	5	3	1	0	2
gene:ECOLIN_20885	17522	151701	14449	52719	18237	15943	11577	12450
gene:ECOLIN_20890	23	11	9	14	14	34	10	15
gene:ECOLIN_20895	39	11	48	30	16	38	12	19
gene:ECOLIN_20900	16	34	76	63	13	22	55	56
gene:ECOLIN_20905	737	841	602	680	807	825	570	569
gene:ECOLIN_20910	1155	978	1351	1143	993	1188	1482	1275
gene:ECOLIN_20920	2981	2403	522	521	1652	1714	542	506
gene:ECOLIN_20925	576	506	52	45	347	409	55	46
gene:ECOLIN_20930	4735	5290	422	448	3742	4008	625	550
gene:ECOLIN_20935	7713	8601	841	668	6346	6477	893	901
gene:ECOLIN_20940	3847	4534	478	390	3814	3616	484	479
gene:ECOLIN_20945	285	281	344	248	226	231	220	202
gene:ECOLIN_20950	24977	61102	1848	1792	37170	37097	1190	1079
gene:ECOLIN_20955	483	768	31	24	511	550	16	22
gene:ECOLIN_20960	861	540	154	181	516	454	172	141
gene:ECOLIN_20965	4296	3551	518	480	3943	3861	770	689
gene:ECOLIN_20970	8212	7741	1617	1541	7431	7185	2158	1972
gene:ECOLIN_20975	4508	4421	2781	2924	4633	4870	3055	2821
gene:ECOLIN_20980	20563	15265	3383	3332	14093	14196	2537	2395
gene:ECOLIN_20990	1673	1555	356	346	1259	1521	322	339
gene:ECOLIN_20995	1378	1123	1049	1041	1125	1063	622	590
gene:ECOLIN_21000	1206	1006	417	445	1173	1094	389	366
gene:ECOLIN_21005	1507	1354	332	275	1366	1218	311	223
gene:ECOLIN_21010	787	732	252	220	747	774	161	170
gene:ECOLIN_21015	598	699	238	241	685	715	129	157
gene:ECOLIN_21020	211	203	108	83	250	255	69	56
gene:ECOLIN_21025	253	269	260	201	225	338	195	176
gene:ECOLIN_21030	361	353	233	186	309	334	202	199
gene:ECOLIN_21035	386	407	206	175	429	463	132	159
gene:ECOLIN_21040	298	216	76	48	251	237	105	95
gene:ECOLIN_21045	213	189	126	111	165	247	81	71
gene:ECOLIN_21050	532	459	268	194	375	330	363	317
gene:ECOLIN_21055	586	349	126	125	472	465	130	117
gene:ECOLIN_21060	508	290	65	72	294	360	53	44
gene:ECOLIN_21065	891	452	117	115	396	489	81	89
gene:ECOLIN_21070	28	14	13	11	40	46	8	9
gene:ECOLIN_21075	59	39	80	93	68	64	74	61
gene:ECOLIN_21080	135	101	115	83	95	91	55	24
gene:ECOLIN_21085	1694	1715	247	239	1583	1457	349	352
gene:ECOLIN_21090	1640	1518	281	322	1392	1452	405	332
gene:ECOLIN_21095	836	797	264	264	780	880	311	295
gene:ECOLIN_21100	1634	1674	697	592	1669	1579	686	737
gene:ECOLIN_21105	9355	8884	6598	5922	9743	9568	7238	6257
gene:ECOLIN_21110	542	402	206	158	359	423	155	121
gene:ECOLIN_21115	106	126	228	190	112	158	121	107
gene:ECOLIN_21120	94	92	221	215	87	95	124	105
gene:ECOLIN_21125	581	688	488	506	425	734	405	326
gene:ECOLIN_21130	514	618	382	381	437	834	381	312
gene:ECOLIN_21135	455	375	191	132	387	558	208	128
gene:ECOLIN_21140	958	897	286	211	860	1013	319	318
gene:ECOLIN_21145	949	754	108	130	864	866	128	158
gene:ECOLIN_21150	2113	1595	206	204	1797	1783	421	368
gene:ECOLIN_21155	636	757	286	338	441	541	241	199
gene:ECOLIN_21160	72	58	69	49	48	68	44	42
gene:ECOLIN_21175	431	390	624	547	393	357	386	465
gene:ECOLIN_21180	22	3	7	1	11	7	0	5
gene:ECOLIN_21185	8	4	0	0	0	5	2	0
gene:ECOLIN_21195	330	168	108	79	101	129	93	71
gene:ECOLIN_21200	343	103	68	74	38	53	127	115
gene:ECOLIN_21205	955	824	269	227	872	965	279	184
gene:ECOLIN_21210	1350	867	103	99	996	1008	133	129
gene:ECOLIN_21215	1628	2058	676	670	2008	2048	818	726
gene:ECOLIN_21220	503	535	427	306	578	602	349	341
gene:ECOLIN_21225	45	39	72	47	84	43	68	63
gene:ECOLIN_21230	6	0	4	2	2	2	4	0
gene:ECOLIN_21235	60	34	56	30	39	42	44	34
gene:ECOLIN_21240	105	82	58	53	101	93	103	83
gene:ECOLIN_21245	9	0	2	3	7	6	1	3
gene:ECOLIN_21250	11	8	1	0	9	3	2	2
gene:ECOLIN_21255	113860	98256	401	399	79009	86065	323	278
gene:ECOLIN_21260	1769	1628	222	212	1123	1261	149	133
gene:ECOLIN_21265	605	573	92	105	369	543	46	54
gene:ECOLIN_21270	297	307	112	97	237	281	47	65
gene:ECOLIN_21280	29	13	4	15	21	19	11	2
gene:ECOLIN_21285	70	65	109	71	50	75	30	25
gene:ECOLIN_21290	87	97	96	101	70	133	76	75
gene:ECOLIN_21295	311	350	63	61	174	267	25	50
gene:ECOLIN_21300	183	150	216	225	126	196	187	169
gene:ECOLIN_21305	86	62	138	160	92	78	116	104
gene:ECOLIN_21310	13	18	14	1	5	3	9	4
gene:ECOLIN_21315	35	23	28	8	11	4	27	17
gene:ECOLIN_21320	38	28	34	29	29	46	23	21
gene:ECOLIN_21325	42	22	31	29	43	30	30	28
gene:ECOLIN_21330	42	54	22	26	55	31	20	19
gene:ECOLIN_21335	51	49	60	45	64	44	26	17
gene:ECOLIN_21345	677	705	817	783	673	678	1103	1129
gene:ECOLIN_21350	1181	1545	768	800	1777	1784	1095	930
gene:ECOLIN_21355	306	315	446	349	285	307	318	265
gene:ECOLIN_21360	17	28	43	71	8	13	42	26
gene:ECOLIN_21365	32	39	34	29	31	41	32	23
gene:ECOLIN_21370	42	36	21	33	35	27	17	25
gene:ECOLIN_21375	30	60	83	92	73	58	70	59
gene:ECOLIN_21380	49	54	18	14	74	54	18	19
gene:ECOLIN_21385	262	245	142	118	226	227	145	149
gene:ECOLIN_21390	1495	1259	364	326	1453	1248	518	439
gene:ECOLIN_21395	687	624	149	159	621	587	195	179
gene:ECOLIN_21400	1825	1734	164	166	1398	1355	175	174
gene:ECOLIN_21405	1782	1950	379	457	1257	1714	683	684
gene:ECOLIN_21410	1819	1601	231	269	1485	1453	553	591
gene:ECOLIN_21415	1641	1299	136	101	1278	1180	275	220
gene:ECOLIN_21420	211	173	102	70	260	220	86	74
gene:ECOLIN_21425	377	296	383	387	275	311	319	266
gene:ECOLIN_21430	2847	2114	3086	2668	1943	1967	2280	1966
gene:ECOLIN_21435	1176	1032	663	677	897	916	604	524
gene:ECOLIN_21440	105	95	87	93	96	95	72	55
gene:ECOLIN_21450	85	56	12	11	57	74	22	17
gene:ECOLIN_21455	0	0	0	0	2	0	0	1
gene:ECOLIN_21460	103	112	16	17	103	97	27	24
gene:ECOLIN_21465	282	275	77	66	197	214	90	57
gene:ECOLIN_21470	843	706	343	302	556	575	352	266
gene:ECOLIN_21475	470	491	152	147	387	387	200	134
gene:ECOLIN_21480	228	18131	342	3127	289	1961	170	272
gene:ECOLIN_21485	2	0	1	0	0	1	0	0
gene:ECOLIN_21490	0	0	0	0	0	2	0	0
gene:ECOLIN_21495	1638	41007	1397	10468	1698	3217	1132	1384
gene:ECOLIN_21500	37	15	16	16	27	24	14	19
gene:ECOLIN_21505	157	125	85	89	110	130	84	61
gene:ECOLIN_21510	218	210	187	192	184	203	162	192
gene:ECOLIN_21515	1243	1360	344	328	1308	1363	363	263
gene:ECOLIN_21520	1850	1693	328	315	1478	1427	290	261
gene:ECOLIN_21525	1272	1276	224	295	1120	1350	192	184
gene:ECOLIN_21530	139	127	99	83	72	106	42	54
gene:ECOLIN_21535	222	144	59	61	110	133	40	34
gene:ECOLIN_21540	22	15	11	12	7	12	13	14
gene:ECOLIN_21545	2392	2422	883	845	2401	2202	880	842
gene:ECOLIN_21550	635	572	244	195	505	567	290	287
gene:ECOLIN_21555	972	808	1229	1174	804	877	1519	1287
gene:ECOLIN_21560	1697	1405	900	722	1563	1566	945	847
gene:ECOLIN_21565	1803	967	581	651	1050	1069	546	490
gene:ECOLIN_21570	1472	804	538	506	804	760	479	369
gene:ECOLIN_21575	28875	18277	20097	17829	27643	25223	18733	16364
gene:ECOLIN_21580	20929	14451	2061	1738	15675	14661	2841	2732
gene:ECOLIN_21585	73	63	109	61	57	102	49	53
gene:ECOLIN_21590	48	83	22	22	101	106	39	38
gene:ECOLIN_21595	157	146	301	283	97	148	179	130
gene:ECOLIN_21600	402	434	488	445	349	434	338	303
gene:ECOLIN_21605	191	224	160	186	181	204	113	96
gene:ECOLIN_21610	37	20	14	21	22	24	12	19
gene:ECOLIN_21615	31	24	9	19	28	24	16	15
gene:ECOLIN_21620	29	32	51	35	37	23	43	27
gene:ECOLIN_21625	119	93	208	160	74	89	131	110
gene:ECOLIN_21630	49	70	144	129	51	76	69	68
gene:ECOLIN_21635	105	89	67	73	72	103	50	62
gene:ECOLIN_21640	234	298	92	118	266	296	102	104
gene:ECOLIN_21645	317	357	419	368	321	341	449	368
gene:ECOLIN_21650	428	471	199	224	361	399	192	168
gene:ECOLIN_21655	995	912	383	390	743	885	436	357
gene:ECOLIN_21660	172	169	260	278	119	85	152	126
gene:ECOLIN_21665	4	7	12	10	3	0	1	6
gene:ECOLIN_21670	170	194	47	54	169	133	53	69
gene:ECOLIN_21675	494	458	214	192	261	318	165	139
gene:ECOLIN_21680	425	395	245	323	314	397	203	181
gene:ECOLIN_21685	354	329	172	225	305	318	221	164
gene:ECOLIN_21690	12	7	1	6	3	10	0	4
gene:ECOLIN_21695	825	792	273	240	843	651	276	222
gene:ECOLIN_21700	227	222	124	115	170	207	96	95
gene:ECOLIN_21705	229	271	125	93	178	170	70	85
gene:ECOLIN_21710	1440	1147	681	614	719	555	412	408
gene:ECOLIN_21715	1707	664	792	795	506	437	549	493
gene:ECOLIN_21720	570	481	285	239	599	593	472	387
gene:ECOLIN_21725	23	8	6	2	2	12	2	2
gene:ECOLIN_21730	28	9	40	38	10	12	28	22
gene:ECOLIN_21735	16	15	31	23	10	16	26	24
gene:ECOLIN_21740	35	28	23	14	19	28	8	12
gene:ECOLIN_21745	27	33	30	7	21	21	21	3
gene:ECOLIN_21750	19	21	18	19	17	9	7	13
gene:ECOLIN_21760	41	61	94	85	65	64	44	43
gene:ECOLIN_21765	71	80	164	172	122	94	99	88
gene:ECOLIN_21770	60	63	293	305	49	75	146	131
gene:ECOLIN_21775	4627	3314	984	997	2917	2702	1250	1099
gene:ECOLIN_21785	57	44	1012	867	40	50	288	270
gene:ECOLIN_21790	505	593	814	742	495	536	623	635
gene:ECOLIN_21795	1647	1735	1253	1070	1637	1567	1476	1398
gene:ECOLIN_21800	1314	1301	1702	1724	1341	1329	1869	1643
gene:ECOLIN_21805	428	487	592	434	457	480	476	365
gene:ECOLIN_21810	1110	999	786	709	1059	987	651	632
gene:ECOLIN_21815	3708	5765	2339	2346	8437	9169	2834	2430
gene:ECOLIN_21820	4763	3909	115	130	1488	1487	219	188
gene:ECOLIN_21825	569	554	52	38	256	240	22	28
gene:ECOLIN_21830	8193	8786	2457	2168	11532	11212	3077	2672
gene:ECOLIN_21835	595	552	117	109	494	574	82	101
gene:ECOLIN_21840	154	166	194	182	104	149	153	144
gene:ECOLIN_21845	471	596	5340	5554	572	704	2829	2572
gene:ECOLIN_21850	699	881	9904	9552	850	978	5037	4659
gene:ECOLIN_21855	559	771	1386	1085	703	713	807	706
gene:ECOLIN_21860	181	206	142	105	230	221	99	64
gene:ECOLIN_21865	363	326	669	520	312	347	360	321
gene:ECOLIN_21870	57	37	41	57	45	63	38	20
gene:ECOLIN_21875	2235	2400	4251	3476	2224	2457	2645	2217
gene:ECOLIN_21880	3378	4022	3307	3211	4307	4038	2876	3162
gene:ECOLIN_21885	406	274	135	122	301	274	142	159
gene:ECOLIN_21890	4215	3203	7033	6660	2086	2010	14401	12558
gene:ECOLIN_21895	1073	871	4505	4155	547	575	6555	6155
gene:ECOLIN_21900	1390	947	482	387	1196	1179	667	598
gene:ECOLIN_21905	795	713	248	228	869	790	305	233
gene:ECOLIN_21910	144	57	67	47	89	84	70	86
gene:ECOLIN_21915	57	42	93	82	15	17	34	24
gene:ECOLIN_21920	2	2	0	6	4	2	0	2
gene:ECOLIN_21925	26	32	13	4	19	53	20	14
gene:ECOLIN_21930	68	40	0	2	16	27	0	1
gene:ECOLIN_21935	0	0	0	0	0	0	0	0
gene:ECOLIN_21940	404	214	848	694	101	99	335	217
gene:ECOLIN_21945	0	1	0	0	0	1	0	0
gene:ECOLIN_21950	5	5	2	3	4	6	2	2
gene:ECOLIN_21955	25	13	0	0	4	8	1	0
gene:ECOLIN_21960	0	0	0	0	0	0	0	0
gene:ECOLIN_21965	3	1	12	7	0	1	0	0
gene:ECOLIN_21970	0	0	0	0	0	0	0	0
gene:ECOLIN_21975	5	1	0	0	2	2	1	0
gene:ECOLIN_21980	3607	1794	83	89	1180	1341	117	118
gene:ECOLIN_21985	6949	4521	607	521	3110	3293	618	540
gene:ECOLIN_21990	98	69	20	37	11	33	0	6
gene:ECOLIN_21995	139	87	122	80	103	114	54	66
gene:ECOLIN_22000	25	18	28	26	28	22	7	12
gene:ECOLIN_22005	96	75	98	88	121	117	70	38
gene:ECOLIN_22010	109	125	187	202	113	139	122	154
gene:ECOLIN_22020	15843	7788	368	391	8132	8349	225	235
gene:ECOLIN_22025	2374	1996	1096	991	2287	2333	692	688
gene:ECOLIN_22030	251	241	450	403	240	253	326	280
gene:ECOLIN_22035	40	56	82	77	28	51	35	58
gene:ECOLIN_22040	3224	3636	854	802	3337	3283	924	855
gene:ECOLIN_22045	581	701	120	107	534	543	119	117
gene:ECOLIN_22050	53	60	156	127	55	54	66	61
gene:ECOLIN_22055	8	0	8	11	4	9	6	4
gene:ECOLIN_22060	11	7	45	57	8	12	32	36
gene:ECOLIN_22065	99	104	182	181	130	114	146	144
gene:ECOLIN_22070	53	30	55	71	30	49	41	57
gene:ECOLIN_22075	10	26	30	24	17	18	27	16
gene:ECOLIN_22080	167	224	187	169	190	190	95	127
gene:ECOLIN_22085	4804	3324	591	621	2910	3240	453	429
gene:ECOLIN_22090	15185	14747	3218	2882	11966	12208	3468	2922
gene:ECOLIN_22095	1243	1197	273	314	1286	1398	410	323
gene:ECOLIN_22100	1756	1188	94	93	1919	2257	159	128
gene:ECOLIN_22105	781	656	63	92	814	1175	184	144
gene:ECOLIN_22110	1948	1987	440	400	2300	2606	548	447
gene:ECOLIN_22115	12	24	40	59	31	10	26	7
gene:ECOLIN_22120	44	13	43	37	19	25	28	16
gene:ECOLIN_22125	1721	1544	487	487	1318	1446	629	630
gene:ECOLIN_22130	4696	1017	976	828	1072	918	1385	1114
gene:ECOLIN_22135	29	26	59	26	26	22	26	4
gene:ECOLIN_22140	37	39	89	74	26	49	53	22
gene:ECOLIN_22145	1140	1052	1055	919	1069	1017	887	800
gene:ECOLIN_22150	521	481	355	301	489	465	369	311
gene:ECOLIN_22155	796	514	420	407	618	547	370	330
gene:ECOLIN_22160	3146	3165	756	664	1955	2328	637	514
gene:ECOLIN_22165	695	687	935	840	571	675	721	628
gene:ECOLIN_22170	295	6130	220	1006	272	712	142	212
gene:ECOLIN_22175	0	0	0	0	0	0	0	0
gene:ECOLIN_22180	2	3	6	1	5	3	2	3
gene:ECOLIN_22185	1366	1131	878	876	805	961	736	625
gene:ECOLIN_22190	804	685	389	430	504	590	355	385
gene:ECOLIN_22195	1596	1366	169	119	1163	1441	179	165
gene:ECOLIN_22200	74	74	42	27	85	85	20	23
gene:ECOLIN_22205	2922	1583	74	64	808	1394	47	51
gene:ECOLIN_22210	1471	805	34	35	738	699	48	52
gene:ECOLIN_22215	772	476	11	16	331	353	21	28
gene:ECOLIN_22220	21544	16955	771	756	17764	15548	1339	1218
gene:ECOLIN_22225	4217	3217	1015	917	2859	2770	1013	887
gene:ECOLIN_22230	6023	4228	1060	914	4037	3925	1149	981
gene:ECOLIN_22235	11290	6735	1008	1039	6354	5938	2218	2003
gene:ECOLIN_22240	17592	10862	1412	1399	9640	8821	3275	3169
gene:ECOLIN_22245	25506	18031	2830	2706	17346	15930	4411	4204
gene:ECOLIN_22250	24105	18137	1646	1656	14558	15696	3263	3154
gene:ECOLIN_22255	16115	16788	1272	1322	13145	13081	2138	2115
gene:ECOLIN_22260	36463	40583	7040	6795	34829	32659	10625	9776
gene:ECOLIN_22265	9490	11083	1505	1477	9640	9457	2166	2009
gene:ECOLIN_22270	6189	6594	988	974	6167	5622	1378	1342
gene:ECOLIN_22275	944	831	156	133	811	780	183	133
gene:ECOLIN_22280	7090	7038	742	682	5269	5624	1100	1049
gene:ECOLIN_22285	4980	4276	564	632	3418	3920	874	744
gene:ECOLIN_22290	22296	20038	2816	2763	14715	16165	3783	3302
gene:ECOLIN_22295	1954	1162	386	313	1011	880	280	308
gene:ECOLIN_22300	1000	749	234	197	609	590	278	228
gene:ECOLIN_22305	1914	1561	396	395	1361	1129	446	399
gene:ECOLIN_22310	579	486	134	103	419	385	173	119
gene:ECOLIN_22315	1109	1160	228	226	889	916	333	263
gene:ECOLIN_22320	8986	8267	1597	1499	6788	8800	1514	1336
gene:ECOLIN_22325	761	555	245	243	535	511	168	161
gene:ECOLIN_22330	179	148	1058	979	67	87	491	446
gene:ECOLIN_22335	52	58	128	164	41	41	76	44
gene:ECOLIN_22340	154	82	168	137	56	103	99	76
gene:ECOLIN_22345	2839	2066	91	87	2618	2428	82	87
gene:ECOLIN_22350	3823	2148	130	126	2925	3108	79	71
gene:ECOLIN_22365	46	21	16	15	15	14	10	5
gene:ECOLIN_22370	325	6150	263	1419	345	838	229	225
gene:ECOLIN_22375	0	0	0	0	0	0	0	0
gene:ECOLIN_22380	1	0	1	3	0	0	0	1
gene:ECOLIN_22385	0	0	0	1	0	1	1	0
gene:ECOLIN_22390	31	11	1	1	27	19	0	0
gene:ECOLIN_22395	2	1	1	1	0	2	1	2
gene:ECOLIN_22400	0	2	0	0	0	0	0	0
gene:ECOLIN_22405	7	13	31	26	9	14	10	6
gene:ECOLIN_22410	375	417	167	164	350	419	131	123
gene:ECOLIN_22415	6717	5245	1580	1464	5607	5572	2154	2017
gene:ECOLIN_22420	205	223	7	7	83	146	6	6
gene:ECOLIN_22425	204	184	9	17	76	175	8	5
gene:ECOLIN_22430	586	472	424	399	420	457	579	528
gene:ECOLIN_22435	215	229	71	82	454	446	35	52
gene:ECOLIN_22440	31	35	35	38	46	35	30	34
gene:ECOLIN_22445	16	7	9	13	15	6	20	4
gene:ECOLIN_22450	6	7	6	7	5	12	8	8
gene:ECOLIN_22455	17	14	28	23	7	13	16	6
gene:ECOLIN_22460	5	3	6	19	9	6	8	7
gene:ECOLIN_22465	24	15	33	19	28	22	18	5
gene:ECOLIN_22470	127	82	254	244	86	116	113	102
gene:ECOLIN_22475	476	360	118	108	398	357	128	82
gene:ECOLIN_22480	1344	892	361	365	581	849	303	298
gene:ECOLIN_22485	17290	11999	3027	2784	9468	8048	5429	4746
gene:ECOLIN_22490	5087	7469	2773	2524	8922	8571	3868	3472
gene:ECOLIN_22495	116	102	123	126	142	153	148	156
gene:ECOLIN_22500	8	10	7	8	6	6	6	6
gene:ECOLIN_22505	9	2	7	5	15	0	5	9
gene:ECOLIN_22510	60	56	249	222	66	88	329	260
gene:ECOLIN_22515	142	201	4268	4730	199	323	6144	5938
gene:ECOLIN_22525	523	751	990	880	753	769	1228	1034
gene:ECOLIN_22530	306	404	623	665	477	492	879	779
gene:ECOLIN_22535	69	59	97	100	82	71	90	75
gene:ECOLIN_22540	117	117	89	67	104	96	40	31
gene:ECOLIN_22545	4	2	5	5	1	1	5	3
gene:ECOLIN_22550	44	23	27	23	22	29	6	15
gene:ECOLIN_22555	124	126	253	278	118	131	159	146
gene:ECOLIN_22560	154	105	278	223	121	136	175	207
gene:ECOLIN_22565	541	361	598	567	287	354	375	432
gene:ECOLIN_22570	453	360	572	546	268	323	363	379
gene:ECOLIN_22575	3015	2095	1308	1205	2931	2785	1004	945
gene:ECOLIN_22580	297	210	162	153	198	223	143	119
gene:ECOLIN_22585	1288	1325	1778	1707	1335	1409	1491	1447
gene:ECOLIN_22590	259	193	103	79	219	167	85	52
gene:ECOLIN_22595	174	143	1409	1253	114	157	1457	1262
gene:ECOLIN_22600	317	294	663	642	301	307	541	406
gene:ECOLIN_22605	736	334	118	128	356	338	101	128
gene:ECOLIN_22610	52	47	62	55	29	32	41	48
gene:ECOLIN_22615	440	639	513	485	651	705	764	639
gene:ECOLIN_22620	229	200	408	406	203	278	297	272
gene:ECOLIN_22625	94	83	175	199	97	91	140	96
gene:ECOLIN_22630	60	53	83	53	64	57	76	77
gene:ECOLIN_22635	30	26	76	63	47	49	54	51
gene:ECOLIN_22640	706	710	377	394	547	556	309	318
gene:ECOLIN_22645	1737	1511	588	532	1602	1537	617	520
gene:ECOLIN_22650	611	536	1293	1290	401	474	850	841
gene:ECOLIN_22655	1557	1104	329	323	1351	1186	403	364
gene:ECOLIN_22660	167	91	53	49	67	88	23	16
gene:ECOLIN_22665	154	88	121	76	108	68	58	32
gene:ECOLIN_22670	1927	2985	666	498	2399	2765	616	574
gene:ECOLIN_22675	86	50	145	158	48	72	75	58
gene:ECOLIN_22680	31	46	67	54	44	39	38	23
gene:ECOLIN_22685	69	44	40	43	39	69	44	26
gene:ECOLIN_22690	82	82	70	43	37	70	37	36
gene:ECOLIN_22695	55	73	129	121	43	47	119	96
gene:ECOLIN_22700	10	11	65	98	17	10	13	38
gene:ECOLIN_22705	59	55	94	102	61	52	75	69
gene:ECOLIN_22710	71	100	91	69	54	61	41	45
gene:ECOLIN_22715	35	21	22	29	27	27	9	7
gene:ECOLIN_22720	799	904	146	143	983	1045	162	171
gene:ECOLIN_22725	465	608	812	719	614	748	953	774
gene:ECOLIN_22730	275	332	418	376	371	374	476	468
gene:ECOLIN_22735	1871	1439	2301	2013	1555	1704	3496	3169
gene:ECOLIN_22740	1219	1031	511	534	1097	1116	688	649
gene:ECOLIN_22745	450	312	2392	2219	311	305	1942	1610
gene:ECOLIN_22750	244	278	466	426	302	323	416	419
gene:ECOLIN_22755	226	114	537	453	129	109	188	176
gene:ECOLIN_22760	105	85	1098	926	133	120	736	670
gene:ECOLIN_22770	1771	1030	121	114	959	1401	89	52
gene:ECOLIN_22775	1440	1776	798	735	1082	1339	959	774
gene:ECOLIN_22780	232	230	495	479	156	170	386	323
gene:ECOLIN_22785	94	66	224	165	124	93	381	341
gene:ECOLIN_22790	129	81	169	172	125	163	366	359
gene:ECOLIN_22795	151	138	190	152	144	130	245	179
gene:ECOLIN_22800	40	25	35	34	25	30	24	13
gene:ECOLIN_22805	123	113	88	149	73	83	70	85
gene:ECOLIN_22810	66	55	44	32	35	42	37	16
gene:ECOLIN_22815	25	8	9	5	8	7	4	3
gene:ECOLIN_22820	0	3	6	9	6	4	13	5
gene:ECOLIN_22825	13	16	22	8	8	11	7	10
gene:ECOLIN_22830	6	24	35	58	24	22	17	30
gene:ECOLIN_22835	11	2	6	1	2	4	8	2
gene:ECOLIN_22840	26	30	15	17	30	44	17	14
gene:ECOLIN_22845	1243	1176	264	216	742	869	332	312
gene:ECOLIN_22850	884	887	423	433	910	836	350	345
gene:ECOLIN_22855	284	316	141	131	244	315	108	92
gene:ECOLIN_22860	397	370	131	137	417	388	98	91
gene:ECOLIN_22865	343	271	103	81	238	302	82	76
gene:ECOLIN_22870	335	322	129	134	345	361	133	131
gene:ECOLIN_22875	1409	1418	836	748	1498	1596	1189	1070
gene:ECOLIN_22880	1061	1154	3955	3864	1913	1746	6236	5918
gene:ECOLIN_22885	264	430	2641	2481	786	822	3633	3488
gene:ECOLIN_22890	33	16	28	35	32	21	19	18
gene:ECOLIN_22895	71	67	67	100	90	81	60	38
gene:ECOLIN_22900	16	8	20	15	7	7	24	23
gene:ECOLIN_22905	3	2	3	4	1	7	0	4
gene:ECOLIN_22910	34	24	57	85	29	18	14	26
gene:ECOLIN_22915	55	48	80	93	64	41	64	68
gene:ECOLIN_22920	32	28	51	45	30	31	19	29
gene:ECOLIN_22925	38	26	88	71	5	32	37	30
gene:ECOLIN_22930	28	35	74	78	29	32	37	43
gene:ECOLIN_22935	62	55	48	71	35	42	38	23
gene:ECOLIN_22940	249	247	47	16	285	300	45	35
gene:ECOLIN_22950	21	29	6	8	43	31	11	16
gene:ECOLIN_22955	49	57	30	17	55	58	48	15
gene:ECOLIN_22960	62	76	45	62	103	78	55	46
gene:ECOLIN_22965	43	48	24	41	29	57	44	28
gene:ECOLIN_22970	20	17	17	26	12	25	13	14
