"adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","Platform_ORF","GO.Function","GO.Process","GO.Component","Chromosome.annotation"
0.998974957609354,0.893495797487921,0.140543761454207,-5.8509361900314,0.0292369327720436,"ybjX///ybjX///ybjX///ECs0963","hypothetical protein///hypothetical protein///DUF535 family protein///hypothetical protein","b0877","","cellular response to DNA damage stimulus///cellular response to DNA damage stimulus","cytosol///cytosol","NC_004431.1 (972256..973248, complement)///NC_002655.2 (1050863..1051855, complement)///NC_000913.3 (918128..919120, complement)///NC_002695.1 (1049203..1050195, complement)"
0.998974957609354,0.894314718735924,0.139454705872931,-5.8511027755533,0.0287845434837131,"fruK///fruK///fruK///fruK","1-phosphofructokinase///1-phosphofructokinase///fructose-1-phosphate kinase///1-phosphofructokinase","b2168","phosphofructokinase activity///1-phosphofructokinase activity///1-phosphofructokinase activity","fructose catabolic process","cytosol","NC_004431.1 (2551963..2552901, complement)///NC_002655.2 (3067624..3068562, complement)///NC_000913.3 (2261427..2262365, complement)///NC_002695.1 (2996356..2997294, complement)"
0.998974957609354,0.894379124350617,-0.139369063379591,-5.85111582119271,-0.0492351203274168,"infB///infB///infB///infB","translation initiation factor IF-2///translation initiation factor IF-2///translation initiation factor IF-2///translation initiation factor IF-2","b3168","translation initiation factor activity///translation initiation factor activity///GTPase activity///protein binding///ribosomal small subunit binding///guanosine tetraphosphate binding","translational initiation///translational initiation","cytosol///membrane","NC_004431.1 (3746975..3749647, complement)///NC_002655.2 (4123056..4125728, complement)///NC_000913.3 (3313342..3316014, complement)///NC_002695.1 (4055840..4058512, complement)"
0.998974957609354,0.894499915792231,0.139208445868806,-5.85114026609398,0.0253045895033495,"yedI///yedI///yedI///ECs2696","hypothetical protein///hypothetical protein///DUF808 family inner membrane protein///hypothetical protein","b1958","","","plasma membrane///plasma membrane","NC_004431.1 (2180218..2181135, complement)///NC_002655.2 (2728209..2729126, complement)///NC_000913.3 (2028449..2029366, complement)///NC_002695.1 (2652995..2653912, complement)"
0.998974957609354,0.89457101887068,-0.139113901433591,-5.85115464204475,-0.0394875310553715,"phoE///phoE///phoE///ECs0268","outer membrane phosphoporin protein E///outer membrane phosphoporin protein E///outer membrane phosphoporin protein E///outer membrane phosphoporin protein E","b0241","","","pore complex","NC_004431.1 (366397..367458, complement)///NC_002655.2 (296157..297212, complement)///NC_000913.3 (259045..260100, complement)///NC_002695.1 (296156..297211, complement)"
0.998974957609354,0.894666910917696,-0.138986397907796,-5.85117401424467,-0.0478835993062656,"rfbA","glucose-1-phosphate thymidylyltransferase","b2039","glucose-1-phosphate thymidylyltransferase activity///identical protein binding///metal ion binding","","cytosol","NC_000913.3 (2110138..2111019, complement)"
0.998974957609354,0.895402769288634,-0.138008047806673,-5.85132207309259,-0.0239241197547333,"yhbS///yhbS///yhbS///ECs4037","acetyltransferase YhbS///hypothetical protein///GNAT family putative N-acetyltransferase///hypothetical protein","b3156","transferase activity, transferring acyl groups other than amino-acyl groups","","cytosol","NC_004431.1 (3733887..3734390, complement)///NC_002655.2 (4109969..4110472, complement)///NC_000913.3 (3300255..3300758, complement)///NC_002695.1 (4042753..4043256, complement)"
0.998974957609354,0.895404357780811,0.13800593601938,-5.85132239155812,0.0567571453780484,"yghB///yghB///yghB///ECs3893","hypothetical protein///hypothetical protein///general envelope maintenance protein; DedA family inner membrane protein; putative multidrug efflux transporter///hypothetical protein","b3009","transmembrane transporter activity///transmembrane transporter activity","response to drug///FtsZ-dependent cytokinesis///transmembrane transport///transmembrane transport","plasma membrane///integral component of plasma membrane","NC_004431.1 (3575207..3575866)///NC_002655.2 (3961233..3961892)///NC_000913.3 (3153563..3154222)///NC_002695.1 (3893920..3894579)"
0.998974957609354,0.895443847963638,0.137953436866765,-5.85133030707512,0.0428846949121677,"rplV///rplV///rplV///rplV","50S ribosomal protein L22///50S ribosomal protein L22///50S ribosomal subunit protein L22///50S ribosomal protein L22","b3315","structural constituent of ribosome///protein binding","ribosome assembly///ribosome assembly","cytosol///large ribosomal subunit///large ribosomal subunit///cytosolic large ribosomal subunit///cytosolic large ribosomal subunit///polysomal ribosome","NC_004431.1 (3881277..3881609, complement)///NC_002655.2 (4252135..4252467, complement)///NC_000913.3 (3449901..3450233, complement)///NC_002695.1 (4184913..4185245, complement)"
0.998974957609354,0.895482403609107,-0.13790218054504,-5.85133803232248,-0.0509077066373411,"ybaY///ybaY///ybaY///ECs0507","hypothetical protein///glycoprotein/polysaccharide metabolism///outer membrane lipoprotein///glycoprotein/polysaccharide metabolism","b0453","protein binding","","","NC_004431.1 (550029..550601)///NC_002655.2 (541445..542017)///NC_000913.3 (475379..475951)///NC_002695.1 (541457..542014)"
0.998974957609354,0.896115703347912,0.137060325975487,-5.851464507318,0.0387885347377868,"pldB///pldB///pldB///ECs4755","lysophospholipase L2///lysophospholipase L2///lysophospholipase L2///lysophospholipase L2","b3825","lysophospholipase activity///lysophospholipase activity///protein binding///transferase activity, transferring acyl groups other than amino-acyl groups///transferase activity, transferring acyl groups other than amino-acyl groups","","cytoplasmic side of plasma membrane///membrane///membrane","NC_004431.1 (4513589..4514611)///NC_002655.2 (4874244..4875266)///NC_000913.3 (4009170..4010192)///NC_002695.1 (4805480..4806502)"
0.998974957609354,0.699653151023229,-0.407747175526338,-5.77208915927875,-0.0785062441937612,"ycfU///lolC///ECs1494","outer membrane-specific lipoprotein transporter subunit LolC///lipoprotein-releasing system transmembrane protein///outer membrane-specific lipoprotein transporter subunit LolC","b1116","protein binding","lipoprotein localization to outer membrane///lipoprotein localization to outer membrane///lipoprotein localization to outer membrane///protein localization to outer membrane","plasma membrane///integral component of plasma membrane///plasma membrane protein complex///plasma membrane protein complex","NC_002655.2 (1619648..1620847)///NC_000913.3 (1175427..1176626)///NC_002695.1 (1534552..1535751)"
0.998974957609354,0.897169393579237,-0.135659895398079,-5.85167319677496,-0.026505290425062,"yohD///yohD///yohD///ECs3023","hypothetical protein///hypothetical protein///DedA family inner membrane protein///hypothetical protein","b2136","","FtsZ-dependent cytokinesis","plasma membrane///plasma membrane","NC_004431.1 (2517452..2518066)///NC_002655.2 (3025945..3026559)///NC_000913.3 (2225801..2226379)///NC_002695.1 (2954678..2955292)"
0.998974957609354,0.897662274948542,-0.135004929022996,-5.85177006859146,-0.0228525885335813,"folB///folB///folB///folB","bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase///bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase///dihydroneopterin aldolase and dihydroneopterin triphosphate 2'-epimerase///bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase","Z4411","dihydroneopterin aldolase activity///dihydroneopterin aldolase activity///identical protein binding","folic acid-containing compound metabolic process","","NC_004431.1 (3644815..3645186, complement)///NC_002655.2 (4011065..4011436, complement)///NC_000913.3 (3204221..3204589, complement)///NC_002695.1 (3943750..3944121, complement)"
0.998974957609354,0.898798993849792,-0.133494659483585,-5.85199166912534,-0.0216505095687491,"casB","CRISP RNA (crRNA) containing Cascade antiviral complex protein","b2759","nucleic acid binding///DNA binding","defense response to virus","protein-containing complex","NC_000913.3 (2882155..2882637, complement)"
0.998974957609354,0.899077757359707,0.133124343563607,-5.85204562748964,0.0314713606884425,"cysB///cysB///cysB///cysB","transcriptional regulator CysB///transcriptional regulator CysB///N-acetylserine-responsive cysteine regulon transcriptional activator; autorepressor///transcriptional regulator CysB","b1275","DNA binding///identical protein binding","transcription, DNA-templated///response to X-ray","cytosol","NC_004431.1 (1578166..1579140)///NC_002655.2 (2251640..2252614, complement)///NC_000913.3 (1333855..1334829)///NC_002695.1 (1834562..1835536)"
0.998974957609354,0.899721847732351,0.132268801765831,-5.85216971864125,0.038929238615788,"ydiZ///Z2753///ydiZ///ECs2430","hypothetical protein///hypothetical protein///uncharacterized protein///hypothetical protein","b1724","","cellular response to DNA damage stimulus","","NC_004431.1 (1962496..1962786)///NC_002655.2 (2482316..2482606)///NC_000913.3 (1807400..1807690)///NC_002695.1 (2407114..2407404)"
0.998974957609354,0.900050745156367,-0.131831973467197,-5.85223277162695,-0.0411769338677601,"nrdE///nrdE///ECs3538","ribonucleotide-diphosphate reductase subunit alpha///ribonucleoside-diphosphate reductase 2, alpha subunit///ribonucleotide-diphosphate reductase subunit alpha","b2675","ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor///ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor","deoxyribonucleotide biosynthetic process///deoxyribonucleotide biosynthetic process///nucleobase-containing small molecule interconversion","cytoplasm///ribonucleoside-diphosphate reductase complex///ribonucleoside-diphosphate reductase complex","NC_002655.2 (3592788..3594932)///NC_000913.3 (2801348..2803492)///NC_002695.1 (3525498..3527642)"
0.998974957609354,0.900052106136878,0.131830165929892,-5.85223303210159,0.0251850839140886,"ynaK","Rac prophage; conserved protein","b1365","","chromosome segregation///positive regulation of sporulation resulting in formation of a cellular spore","chromosome","NC_000913.3 (1425377..1425640)"
0.998974957609354,0.900070741304525,0.131805416353816,-5.8522365982754,0.0358107980178115,"yegS///Z3252///yegS///ECs2892","lipid kinase///lipid kinase///phosphatidylglycerol kinase, metal-dependent///lipid kinase","b2086","lipid kinase activity///protein binding","","","NC_004431.1 (2460017..2460916)///NC_002655.2 (2913735..2914634)///NC_000913.3 (2168712..2169611)///NC_002695.1 (2843517..2844416)"
0.998974957609354,0.900239939455754,-0.13158070676864,-5.85226894632844,-0.0545705228983273,"rplT///rplT///rplT///rplT","50S ribosomal protein L20///50S ribosomal protein L20///50S ribosomal subunit protein L20///50S ribosomal protein L20","b1716","translation repressor activity, mRNA regulatory element binding///mRNA binding///structural constituent of ribosome///structural constituent of ribosome///large ribosomal subunit rRNA binding","ribosomal large subunit assembly///ribosomal large subunit assembly///ribosomal large subunit assembly","cytosol///cytosolic large ribosomal subunit///cytosolic large ribosomal subunit///cytosolic large ribosomal subunit","NC_004431.1 (1955361..1955717, complement)///NC_002655.2 (2474308..2474664, complement)///NC_000913.3 (1799393..1799749, complement)///NC_002695.1 (2399106..2399462, complement)"
0.998974957609354,0.900263008476739,-0.131550069751523,-5.85227335243298,-0.0213652370777311,"ykgG///ykgG///ykgG///ECs0346","hypothetical protein///hypothetical protein///LutC family protein; putative electron transport chain YkgEFG component///hypothetical protein","b0308","L-lactate dehydrogenase activity","","cytosol","NC_004431.1 (408099..408947)///NC_002655.2 (366475..367170)///NC_000913.3 (323758..324453)///NC_002695.1 (366472..367167)"
0.998974957609354,0.900522342937923,-0.131205668412029,-5.85232281288997,-0.0252313283591103,"def///def///def///def","peptide deformylase///peptide deformylase///peptide deformylase///peptide deformylase","b3287","protein binding///ferrous iron binding///zinc ion binding///hydrolase activity///peptide deformylase activity///peptide deformylase activity///ribosome binding","peptidyl-methionine modification///N-terminal protein amino acid modification///N-terminal protein amino acid modification///co-translational protein modification///co-translational protein modification","cytosol","NC_004431.1 (3865057..3865566)///NC_002655.2 (4235924..4236433)///NC_000913.3 (3433690..3434199)///NC_002695.1 (4168702..4169211)"
0.998974957609354,0.900704321797732,-0.130964007893338,-5.85235744158572,-0.0302546106742323,"yhdJ///yhdJ///yhdJ///ECs4134","methyltransferase///methyltransferase///DNA adenine methyltransferase, SAM-dependent///methyltransferase","b3262","methyltransferase activity///site-specific DNA-methyltransferase (adenine-specific) activity///site-specific DNA-methyltransferase (adenine-specific) activity","","cytoplasm","NC_004431.1 (3843421..3844305)///NC_002655.2 (4213830..4214714)///NC_000913.3 (3411653..3412537)///NC_002695.1 (4146612..4147496)"
0.998974957609354,0.900797826977805,0.130839840354153,-5.85237520949658,0.0401260980141274,"ppc///ppc///ppc///ECs4885","phosphoenolpyruvate carboxylase///phosphoenolpyruvate carboxylase///phosphoenolpyruvate carboxylase///phosphoenolpyruvate carboxylase","b3956","phosphoenolpyruvate carboxylase activity///phosphoenolpyruvate carboxylase activity","","cytosol///cytosol","NC_004431.1 (4677472..4680123, complement)///NC_002655.2 (5026096..5028747, complement)///NC_000913.3 (4150447..4153098, complement)///NC_002695.1 (4957330..4959981, complement)"
0.998974957609354,0.900826864212975,-0.13080128167286,-5.85238072369449,-0.0338618701770983,"gadA///gadA///gadA///ECs4397","glutamate decarboxylase alpha///glutamate decarboxylase///glutamate decarboxylase A, PLP-dependent///glutamate decarboxylase","b3517","glutamate decarboxylase activity///glutamate decarboxylase activity///protein binding","glutamate catabolic process///intracellular pH elevation","cytosol///cytosol///membrane","NC_004431.1 (4104924..4106387, complement)///NC_002655.2 (4475543..4476943, complement)///NC_000913.3 (3666180..3667580, complement)///NC_002695.1 (4408316..4409716, complement)"
0.998974957609354,0.901079346487033,-0.130466019000787,-5.85242860090171,-0.0219493005931248,"frdB///frdB///frdB///ECs5134","fumarate reductase iron-sulfur subunit///fumarate reductase iron-sulfur subunit///fumarate reductase (anaerobic), Fe-S subunit///fumarate reductase iron-sulfur subunit","b4153","succinate dehydrogenase activity///protein binding///electron transfer activity///iron-sulfur cluster binding///2 iron, 2 sulfur cluster binding///3 iron, 4 sulfur cluster binding///4 iron, 4 sulfur cluster binding","fermentation///anaerobic respiration///anaerobic respiration///anaerobic respiration///bacterial-type flagellum assembly///bacterial-type flagellum-dependent cell motility","cytosol///membrane///plasma membrane fumarate reductase complex///plasma membrane fumarate reductase complex","NC_004431.1 (4988504..4989238, complement)///NC_002655.2 (5264048..5264782, complement)///NC_000913.3 (4379783..4380517, complement)///NC_002695.1 (5234063..5234797, complement)"
0.998974957609354,0.901192487214339,0.13031578890968,-5.85245001493376,0.0204583337945081,"nanA///nanA///nanA///ECs4098","N-acetylneuraminate lyase///N-acetylneuraminate lyase///N-acetylneuraminate lyase///N-acetylneuraminate lyase","b3225","N-acetylneuraminate lyase activity///N-acetylneuraminate lyase activity///identical protein binding","N-acetylneuraminate catabolic process///N-acetylneuraminate catabolic process","cytosol///cytosol","NC_004431.1 (3797845..3798738, complement)///NC_002655.2 (4175147..4176040, complement)///NC_000913.3 (3372683..3373576, complement)///NC_002695.1 (4107930..4108823, complement)"
0.998974957609354,0.901264447302361,0.130220240956472,-5.85246362174232,0.0297997019062546,"obgE///obgE///obgE///obgE","GTPase ObgE///GTPase ObgE///GTPase involved in cell partioning and DNA repair///GTPase ObgE","b3183","GTPase activity///protein binding///GTP binding///GDP binding///guanyl ribonucleotide binding///ribosomal large subunit binding","chromosome segregation///dormancy process///ribosome assembly///negative regulation of ribosome biogenesis","cytosol","NC_004431.1 (3764070..3765242, complement)///NC_002655.2 (4140150..4141322, complement)///NC_000913.3 (3330582..3331754, complement)///NC_002695.1 (4072934..4074106, complement)"
0.998974957609354,0.901367115895365,0.130083920972702,-5.85248301766469,0.0229335166806841,"dgoT///dgoT","D-galactonate transporter///D-galactonate transporter","b3691","","","plasma membrane","NC_004431.1 (4372174..4373511, complement)///NC_000913.3 (3870438..3871730, complement)"
0.998974957609354,0.901523160711234,0.129876735291724,-5.85251245789224,0.0250424449894986,"pstC///pstC///pstC///pstC","phosphate transporter permease subunit PstC///phosphate transporter permease subunit PstC///phosphate ABC transporter permease///phosphate transporter permease PstC","c4652","","response to radiation///regulation of phosphatase activity///phosphate ion transmembrane transport","plasma membrane///integral component of plasma membrane///membrane","NC_004431.1 (4410472..4411431, complement)///NC_002655.2 (4765128..4766087, complement)///NC_000913.3 (3909439..3910398, complement)///NC_002695.1 (4696147..4697106, complement)"
0.998974957609354,0.901577452899289,0.129804651374665,-5.8525226897914,0.0309990784004359,"fhuD///fhuD///fhuD///ECs0156","iron-hydroxamate transporter substrate-binding subunit///iron-hydroxamate transporter substrate-binding subunit///iron(3+)-hydroxamate import ABC transporter periplasmic binding protein///iron-hydroxamate transporter substrate-binding subunit","b0152","protein binding","ferric-hydroxamate import into cell","outer membrane-bounded periplasmic space///outer membrane-bounded periplasmic space","NC_004431.1 (181034..181927)///NC_002655.2 (174898..175788)///NC_000913.3 (170575..171465)///NC_002695.1 (174897..175787)"
0.998974957609354,0.902270295156231,0.128884832613736,-5.85265275752841,0.0177364057379901,"yeiL///yeiL///yeiL///ECs3055","DNA-binding transcriptional activator YeiL///DNA-binding transcriptional activator YeiL///putative transcriptional regulator///YeiL family transcriptional regulator","b2163","DNA-binding transcription factor activity","transcription, DNA-templated///transcription, DNA-templated","cytosol","NC_004431.1 (2545821..2546519)///NC_002655.2 (3061551..3062210)///NC_000913.3 (2255355..2256014)///NC_002695.1 (2990244..2990942)"
0.998974957609354,0.902490894676837,-0.128591991479285,-5.85269397418923,-0.029015111839982,"cheW///cheW///cheW///ECs2597","purine-binding chemotaxis protein///purine-binding chemotaxis protein///purine-binding chemotaxis protein///purine-binding chemotaxis protein","b1887","protein binding///protein domain specific binding","chemotaxis///signal transduction///signal transduction///establishment of localization in cell///positive regulation of post-translational protein modification","cytosol///plasma membrane///methyl accepting chemotaxis protein complex","NC_004431.1 (2122289..2122792, complement)///NC_002655.2 (2649975..2650478, complement)///NC_000913.3 (1972836..1973339, complement)///NC_002695.1 (2574764..2575267, complement)"
0.998974957609354,0.902562471871379,0.128496977104057,-5.85270732721878,0.0236655965540216,"tyrB///tyrB///tyrB///ECs5036","aromatic amino acid aminotransferase///aromatic amino acid aminotransferase///tyrosine aminotransferase, tyrosine-repressible, PLP-dependent///aromatic amino acid aminotransferase","b4054","L-tyrosine:2-oxoglutarate aminotransferase activity///L-tyrosine:2-oxoglutarate aminotransferase activity///L-tyrosine:2-oxoglutarate aminotransferase activity///aromatic-amino-acid:2-oxoglutarate aminotransferase activity///pyridoxal phosphate binding///pyridoxal phosphate binding///identical protein binding///L-leucine:2-oxoglutarate aminotransferase activity","aspartate biosynthetic process///leucine biosynthetic process///tyrosine biosynthetic process from chorismate via 4-hydroxyphenylpyruvate///L-phenylalanine biosynthetic process from chorismate via phenylpyruvate///L-phenylalanine biosynthetic process from chorismate via phenylpyruvate","cytoplasm///cytosol///cytosol","NC_004431.1 (4806928..4808121)///NC_002655.2 (5150253..5151446)///NC_000913.3 (4267114..4268307)///NC_002695.1 (5120268..5121461)"
0.998974957609354,0.903176575333571,-0.127681848601772,-5.85282148008168,-0.03161944015039,"epd///epd///epd///ECs3798","erythrose 4-phosphate dehydrogenase///erythrose 4-phosphate dehydrogenase///D-erythrose 4-phosphate dehydrogenase///erythrose 4-phosphate dehydrogenase","b2927","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity///glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity///erythrose-4-phosphate dehydrogenase activity///NAD binding///NAD binding","glucose metabolic process///glucose metabolic process///pyridoxine biosynthetic process///pyridoxal phosphate biosynthetic process///pyridoxal phosphate biosynthetic process","cytosol///cytosol","NC_004431.1 (3364071..3365090, complement)///NC_002655.2 (3877456..3878475, complement)///NC_000913.3 (3072672..3073691, complement)///NC_002695.1 (3810148..3811167, complement)"
0.998974957609354,0.903476914759288,-0.127283230643952,-5.85287704094243,-0.0241360292237367,"pppA","bifunctional prepilin leader peptidase/ methylase","b2972","endopeptidase activity///aspartic-type endopeptidase activity","signal peptide processing","plasma membrane///plasma membrane","NC_000913.3 (3113543..3114352, complement)"
0.998974957609354,0.903588032236703,-0.127135758856155,-5.85289755238023,-0.0697284220720533,"yqcA///yqcA","flavodoxin///short-chain flavodoxin, FMN-binding","b2790","FMN binding","","","NC_004431.1 (3197352..3197801, complement)///NC_000913.3 (2922535..2922984, complement)"
0.998974957609354,0.903992289970844,-0.126599267782709,-5.85297197215257,-0.0222665938223994,"ppiB///ppiB///ppiB///ECs0587","peptidyl-prolyl cis-trans isomerase B (rotamase B)///peptidyl-prolyl cis-trans isomerase B///peptidyl-prolyl cis-trans isomerase B (rotamase B)///peptidyl-prolyl cis-trans isomerase B","b0525","peptidyl-prolyl cis-trans isomerase activity///protein binding","","cytosol","NC_004431.1 (623001..623495, complement)///NC_002655.2 (646089..646583, complement)///NC_000913.3 (553943..554437, complement)///NC_002695.1 (646395..646889, complement)"
0.998974957609354,0.904106010411607,0.126448357016296,-5.85299284951888,0.0318693385451301,"ssuA","aliphatic sulfonate ABC transporter periplasmic binding protein","b0936","alkanesulfonate transmembrane transporter activity///alkanesulfonate transmembrane transporter activity","sulfur compound metabolic process///sulfur compound metabolic process///alkanesulfonate transport///alkanesulfonate transport","outer membrane-bounded periplasmic space","NC_000913.3 (995985..996944, complement)"
0.998974957609354,0.9047486379085,0.125595633351176,-5.85311035259111,0.0404079740146006,"csgD///csgD///csgD///ECs1417","DNA-binding transcriptional regulator CsgD///DNA-binding transcriptional regulator CsgD///csgBAC operon transcriptional regulator///DNA-binding transcriptional regulator CsgD","b1040","transcription regulatory region sequence-specific DNA binding///transcription regulatory region sequence-specific DNA binding///transcription regulatory region sequence-specific DNA binding///bacterial-type cis-regulatory region sequence-specific DNA binding///DNA-binding transcription activator activity///DNA-binding transcription activator activity///DNA-binding transcription activator activity///DNA-binding transcription repressor activity///DNA-binding transcription repressor activity","regulation of single-species biofilm formation///positive regulation of DNA-templated transcription, initiation","protein-DNA complex///protein-DNA complex///protein-DNA complex","NC_004431.1 (1246045..1246695, complement)///NC_002655.2 (1546771..1547421, complement)///NC_000913.3 (1102546..1103196, complement)///NC_002695.1 (1461686..1462336, complement)"
0.998974957609354,0.904754173173731,-0.12558828889713,-5.85311136120658,-0.0588270022220208,"ybhD///ybhD///ybhD///ECs0796","transcriptional regulator YbhD///LysR family transcriptional regulator///putative DNA-binding transcriptional regulator///LysR family transcriptional regulator","b0768","bacterial-type cis-regulatory region sequence-specific DNA binding///sequence-specific DNA binding","","cytoplasm///cytosol","NC_004431.1 (821200..822216, complement)///NC_002655.2 (885143..886159, complement)///NC_000913.3 (799622..800575, complement)///NC_002695.1 (883495..884427, complement)"
0.998974957609354,0.904827671091211,-0.125490769115719,-5.85312474806462,-0.0422080272081153,"yibI///yibI///yibI///ECs4474","hypothetical protein///hypothetical protein///DUF3302 family inner membrane protein///hypothetical protein","c4415","","","plasma membrane","NC_004431.1 (4198865..4199227, complement)///NC_002655.2 (4581311..4581673, complement)///NC_000913.3 (3771382..3771744, complement)///NC_002695.1 (4512329..4512691, complement)"
0.998974957609354,0.905168463099633,-0.125038612064038,-5.85318668213075,-0.0191723806460438,"ycaD///ycaD///ycaD///ECs0983","MFS family transporter protein///MFS family transporter protein///putative MFS transporter, inner membrane protein///MFS family transporter protein","b0898","","","plasma membrane///plasma membrane","NC_004431.1 (1000054..1001202)///NC_002655.2 (1166208..1167356)///NC_000913.3 (945871..947019)///NC_002695.1 (1076985..1078133)"
0.998974957609354,0.905178555309341,-0.125025222355079,-5.85318851279571,-0.0319239464328618,"blc///blc///blc///ECs5130","outer membrane lipoprotein Blc///outer membrane lipoprotein Blc///outer membrane lipoprotein cell division and growth lipocalin///outer membrane lipoprotein Blc","b4149","","response to reactive oxygen species///lipid metabolic process///cellular response to DNA damage stimulus","cytoplasm","NC_004431.1 (4985910..4986443, complement)///NC_002655.2 (5261455..5261988, complement)///NC_000913.3 (4377189..4377722, complement)///NC_002695.1 (5231470..5232003, complement)"
0.998974957609354,0.90544100759167,0.124677026519971,-5.85323605035874,0.0291058657811227,"ygdD///ygdD///ygdD///ECs3667","hypothetical protein///hypothetical protein///UPF0382 family inner membrane protein///hypothetical protein","b2807","","","plasma membrane","NC_004431.1 (3216102..3216404, complement)///NC_002655.2 (3730934..3731329, complement)///NC_000913.3 (2941236..2941631, complement)///NC_002695.1 (3663636..3664031, complement)"
0.998974957609354,0.905581653513706,-0.124490438758873,-5.85326147011335,-0.0354489601210393,"rpe///rpe///rpe///ECs4228","ribulose-phosphate 3-epimerase///ribulose-phosphate 3-epimerase///D-ribulose-5-phosphate 3-epimerase///ribulose-phosphate 3-epimerase","b3386","ribulose-phosphate 3-epimerase activity///ribulose-phosphate 3-epimerase activity///ribulose-phosphate 3-epimerase activity///protein binding///ferrous iron binding///metal ion binding","pentose-phosphate shunt, non-oxidative branch///pentose-phosphate shunt, non-oxidative branch///pentose catabolic process///pentose catabolic process///cellular carbohydrate metabolic process","cytosol///cytosol","NC_004431.1 (3940435..3941112, complement)///NC_002655.2 (4293800..4294477, complement)///NC_000913.3 (3514382..3515059, complement)///NC_002695.1 (4226578..4227255, complement)"
0.998974957609354,0.906052715917843,-0.123865541787037,-5.85334632736145,-0.0444205939863878,"flgK///flgK///flgK///flgK","flagellar hook-associated protein FlgK///flagellar hook-associated protein FlgK///flagellar hook-filament junction protein 1///flagellar hook-associated protein FlgK","b1082","protein binding","bacterial-type flagellum assembly","","NC_004431.1 (1281879..1283522)///NC_002655.2 (1582571..1584214)///NC_000913.3 (1138378..1140021)///NC_002695.1 (1497485..1499128)"
0.998974957609354,0.90645997146479,0.123325335366631,-5.85341934218087,0.0412810122751672,"yciH///yciH///yciH///ECs1855","translation initiation factor Sui1///translation initiation factor Sui1///initiation factor function partial mimic, SUI1 family///translation initiation factor Sui1","c1751","mRNA binding///ribosomal small subunit binding","formation of translation preinitiation complex///translation reinitiation","","NC_004431.1 (1586948..1587277)///NC_002655.2 (2243485..2243814, complement)///NC_000913.3 (1342658..1342984)///NC_002695.1 (1843361..1843690)"
0.998974957609354,0.906842053081949,-0.122818559926727,-5.85348755013671,-0.0298747164460949,"frvA///frvA///ECs4826","fructose-like phosphotransferase system subunit EIIA///putative enzyme IIA component of PTS///fructose-like phosphotransferase system subunit EIIA","b3900","","phosphoenolpyruvate-dependent sugar phosphotransferase system","","NC_002655.2 (4959765..4960211, complement)///NC_000913.3 (4092377..4092823, complement)///NC_002695.1 (4891001..4891447, complement)"
0.998974957609354,0.907474327281865,-0.121980022825734,-5.85359979755787,-0.0196679076863546,"creD///creD///creD///ECs5358","hypothetical protein///hypothetical protein///inner membrane protein///hypothetical protein","b4400","","","plasma membrane///plasma membrane","NC_004431.1 (5227954..5229306)///NC_002655.2 (5524971..5526323)///NC_000913.3 (4638178..4639530)///NC_002695.1 (5494976..5496328)"
0.998974957609354,0.907475617858631,-0.121978311336552,-5.85360002587801,-0.0346515269960719,"ccmA///ccmA///ccmA///ECs3090","cytochrome c biogenesis protein CcmA///cytochrome c biogenesis protein CcmA///heme export ABC transporter ATPase///cytochrome c biogenesis protein CcmA","b2201","protein binding","heme transport","cytosol///plasma membrane///extrinsic component of cytoplasmic side of plasma membrane///ATP-binding cassette (ABC) transporter complex","NC_004431.1 (2584529..2585152, complement)///NC_002655.2 (3101843..3102460, complement)///NC_000913.3 (2297021..2297644, complement)///NC_002695.1 (3030574..3031191, complement)"
0.998974957609354,0.907890062959807,0.121428719844936,-5.85367317911316,0.0200982414734181,"nuoN///nuoN///nuoN///ECs3160","NADH dehydrogenase subunit N///NADH dehydrogenase subunit N///NADH:ubiquinone oxidoreductase, membrane subunit N///NADH dehydrogenase subunit N","b2276","NADH dehydrogenase activity///NADH dehydrogenase (ubiquinone) activity","aerobic respiration///electron transport coupled proton transport","plasma membrane///integral component of plasma membrane///NADH dehydrogenase complex///plasma membrane respiratory chain complex I///plasma membrane respiratory chain complex I","NC_004431.1 (2672553..2674010, complement)///NC_002655.2 (3186107..3187564, complement)///NC_000913.3 (2390048..2391505, complement)///NC_002695.1 (3116151..3117608, complement)"
0.998974957609354,0.908282832450426,0.120907912387303,-5.85374219805996,0.0606418764458319,"ygaZ///Z3983///ygaZ///ECs3544","hypothetical protein///hypothetical protein///putative L-valine exporter, norvaline resistance protein///hypothetical protein","b2682","L-valine transmembrane transporter activity///L-valine transmembrane transporter activity///efflux transmembrane transporter activity///efflux transmembrane transporter activity","valine transport","plasma membrane///plasma membrane","NC_004431.1 (3090164..3090901)///NC_002655.2 (3601065..3601802)///NC_000913.3 (2809617..2810354)///NC_002695.1 (3533775..3534512)"
