#KEY	SRR10197193_2	SRR10197194_2	SRR10197195_2	SRR10197196_2	SRR10197197_2	SRR10197198_2	SRR10197199_2	SRR10197200_2	SRR10197201_2	SRR10197202_2	SRR10197203_2	SRR10197204_2
FBgn0002578	36	3	8	0	11	1	0	0	0	8	11	3
FBgn0002579	15	6	0	0	0	0	0	0	0	0	0	0
FBgn0002590	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002592	837	580	637	415	289	384	388	410	224	433	288	256
FBgn0002593	65516	33449	41737	34302	49874	41578	42564	73562	44900	42791	46932	45475
FBgn0002609	1834	1670	1926	1745	2784	2239	2554	5104	1699	2441	2119	1632
FBgn0002622	0	4	0	5	19	0	0	3	14	0	0	0
FBgn0002626	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002629	311	317	264	412	506	499	764	799	323	333	373	429
FBgn0002631	0	2	0	0	0	1	1	1	0	1	0	1
FBgn0002632	35618	35233	41310	38394	48406	52936	52841	72340	52186	45780	45676	39708
FBgn0002633	0	0	0	0	34	2	1	9	116	333	172	257
FBgn0002638	0	8	1	4	42	0	0	1	0	1	0	0
FBgn0002641	0	0	0	0	0	0	2	0	0	0	0	1
FBgn0002643	12149	10189	11198	8935	13642	11117	16586	14011	8612	8480	6922	5908
FBgn0002645	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002673	2541	2721	1463	1065	507	1072	5469	2068	526	1630	789	657
FBgn0002707	14	17	17	17	12	5	1	0	1	9	0	1
FBgn0002709	263	159	96	116	17	58	679	268	92	104	90	74
FBgn0002715	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002716	14	0	1	0	0	0	2	34	1	0	0	1
FBgn0002719	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002723	3832	4387	2934	2557	2902	2886	7039	5162	2769	3182	2155	2140
FBgn0002732	368	220	227	204	73	154	366	322	98	299	171	234
FBgn0002733	53	45	19	73	117	41	40	153	31	45	43	65
FBgn0002734	32789	38711	21239	22233	38345	41651	48960	44268	33115	30992	32298	22433
FBgn0002735	462	387	326	435	475	615	1237	1111	744	763	622	552
FBgn0002736	0	0	0	0	0	0	0	1	1	0	0	0
FBgn0002772	1	7	0	6	6	2	22	46	28	0	7	22
FBgn0002773	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002774	471	433	477	483	789	544	595	727	563	480	355	286
FBgn0002775	187	576	441	414	645	1401	1136	2961	1349	806	678	811
FBgn0002778	2107	1331	1447	1186	1990	1644	2318	2575	1906	1677	1306	884
FBgn0002780	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002781	0	10	1	2	1	2	1	12	0	0	0	1
FBgn0002783	1	1	0	0	0	3	0	0	1	0	0	1
FBgn0002787	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002789	36	62	9	10	18	27	94	50	39	25	19	8
FBgn0002791	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002838	44	181	151	194	149	156	324	289	305	308	235	149
FBgn0002842	0	0	0	12	0	0	0	14	0	23	0	1
FBgn0002855	0	0	0	0	1	1	0	0	10	0	2	0
FBgn0002856	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0002862	0	2	0	0	0	7	0	0	17	2	0	29
FBgn0002863	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002865	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002868	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002869	28	12	0	33	86	29	41	26	12	46	5	29
FBgn0002872	2692	2844	1567	1900	1339	1332	6229	2813	1023	1829	907	1217
FBgn0002873	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002878	10878	11136	8622	8250	10426	9757	19212	17840	11934	9525	8229	7198
FBgn0002887	1067	1061	489	713	523	537	2796	1349	381	847	439	402
FBgn0002891	19	20	12	22	7	13	17	20	33	13	13	22
FBgn0002899	22	70	23	35	8	25	107	35	21	23	45	15
FBgn0002901	107	89	63	86	31	55	165	116	39	49	139	46
FBgn0002905	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0002906	54	55	44	95	68	105	163	94	44	95	89	11
FBgn0002909	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002914	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002917	0	1	1	10	0	0	2	0	0	2	0	2
FBgn0002921	86	136	74	136	153	169	66	185	114	82	36	59
FBgn0002922	0	1	1	0	2	0	3	2	2	2	1	0
FBgn0002924	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002926	15522	12593	11027	8283	7992	8155	14818	12617	4680	6849	5281	5923
FBgn0002930	98	73	72	205	254	239	172	138	135	187	62	36
FBgn0002931	544	269	286	355	377	378	160	646	298	290	291	177
FBgn0002932	0	0	1	0	0	0	0	9	0	0	0	0
FBgn0002933	17	13	15	0	0	6	0	13	0	8	0	3
FBgn0002936	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002937	348	388	191	242	372	363	315	325	210	284	236	175
FBgn0002938	3942	3873	2740	2885	5149	4650	5527	5599	4305	3343	2983	2959
FBgn0002939	74	740	196	232	505	327	599	536	328	188	199	254
FBgn0002940	1532	1579	998	910	1078	868	3926	2219	942	1497	787	1057
FBgn0002941	2	1	0	3	1	1	1	1	0	1	1	0
FBgn0002945	6	8	40	47	47	21	78	28	44	22	0	20
FBgn0002948	508	568	360	311	247	395	1162	596	301	305	231	276
FBgn0002962	6	8	2	1	2	0	2	10	9	0	0	0
FBgn0002973	3476	2863	2322	2134	3111	2309	4467	3649	1998	1711	1392	1364
FBgn0002985	179	230	166	222	139	109	116	589	289	260	206	136
FBgn0002989	905	768	717	493	566	517	2040	879	435	797	397	377
FBgn0003002	3969	2106	3116	2098	4339	3703	3186	6062	3400	2546	2796	3007
FBgn0003008	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003009	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003011	0	0	0	6	11	0	1	0	0	2	0	0
FBgn0003015	0	19	23	23	19	0	110	21	5	4	17	17
FBgn0003016	2973	3179	2397	2367	2526	2394	5767	4234	2170	2277	1856	1848
FBgn0003023	1529	1502	1096	1021	1110	1172	3564	1753	708	1073	777	631
FBgn0003028	253	277	163	286	333	233	397	308	207	242	185	169
FBgn0003034	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003041	587	518	347	296	296	368	733	525	217	388	294	251
FBgn0003042	14	21	17	31	36	38	25	13	12	1	10	0
FBgn0003044	0	1	0	0	3	0	4	3	2	1	0	4
FBgn0003046	93	22	29	87	148	63	171	214	220	89	124	94
FBgn0003048	4256	3755	3811	2226	3577	2891	6619	5751	2590	3369	2370	1935
FBgn0003053	687	763	607	630	923	619	1086	1099	574	460	410	368
FBgn0003057	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0003060	12	0	2	1	0	0	0	2	0	2	1	0
FBgn0003062	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003065	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003067	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003068	47	44	103	21	77	99	27	102	35	25	63	54
FBgn0003071	1780	1665	1209	1349	2212	1788	2195	2183	1499	1065	1139	775
FBgn0003074	0	0	0	0	1	0	12	0	5	0	0	0
FBgn0003076	2978	3558	1266	1056	854	871	6212	2426	691	1527	470	641
FBgn0003079	2447	2620	2039	1299	1558	1526	4012	2983	917	1579	1033	776
FBgn0003082	6	9	2	1	6	3	7	6	2	3	21	11
FBgn0003086	3	0	0	0	2	1	3	1	4	0	1	0
FBgn0003087	1526	2255	806	799	571	918	5286	1484	462	1530	550	661
FBgn0003089	23	76	228	103	231	61	40	37	111	183	53	88
FBgn0003090	8356	5647	6734	4725	7756	9880	11983	12215	7546	7074	6779	5640
FBgn0003091	3777	2716	2681	2352	2451	2644	5697	4898	2048	2399	1905	1791
FBgn0003093	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003114	288	167	94	90	51	56	468	163	59	131	41	137
FBgn0003116	0	40	2	42	64	66	26	54	38	63	13	41
FBgn0003117	0	6	9	4	20	17	0	19	22	0	0	0
FBgn0003118	134	45	38	41	47	13	25	99	22	49	89	46
FBgn0003124	3143	2031	2186	1866	4436	4590	2480	3137	3626	2179	2740	1904
FBgn0003129	14	32	8	38	40	111	40	32	57	64	27	46
FBgn0003130	12	1	0	0	0	0	0	0	2	1	0	0
FBgn0003132	1717	1582	1795	1439	1793	1628	2190	3457	1462	1883	1486	1582
FBgn0003134	3120	2707	2580	2500	3604	2723	3107	3895	2835	2173	2340	1754
FBgn0003137	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003139	1	1	1	0	1	0	0	2	1	2	1	4
FBgn0003140	1440	1598	1308	1004	1130	1324	2362	2144	1248	1265	1036	762
FBgn0003141	1900	2329	1828	1766	2084	2482	4281	3989	3010	2158	1475	1818
FBgn0003145	0	1	13	44	23	1	1	66	1	1	1	32
FBgn0003149	12297	9495	5915	6435	14963	11311	12640	12700	10697	7544	8146	5640
FBgn0003159	407	578	360	239	243	282	1077	693	270	398	180	266
FBgn0003162	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003165	1367	1426	826	1148	1789	1483	2261	2190	1487	1213	1423	792
FBgn0003169	440	236	407	376	567	343	494	317	374	343	310	336
FBgn0003174	2051	1642	1676	1445	2381	2790	2107	3475	2616	2476	1638	1753
FBgn0003175	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003187	2302	2053	1648	1052	707	894	4735	2311	422	1367	800	984
FBgn0003189	43	31	67	41	39	69	82	73	61	27	42	28
FBgn0003204	5756	4748	2838	1868	1645	2144	8866	3372	999	2653	1514	1346
FBgn0003205	102	149	121	116	128	116	136	155	91	97	61	49
FBgn0003206	4674	3847	3167	2817	3337	3685	7179	5454	3308	3651	3305	2423
FBgn0003209	5629	5095	5783	4840	7181	5817	9711	10180	6377	5125	4138	3647
FBgn0003210	14	5	3	1	8	16	2	4	12	5	1	6
FBgn0003218	2090	1863	1758	1703	2148	2318	3042	2619	1848	1662	1473	1222
FBgn0003227	127	64	71	48	91	18	176	205	51	80	25	21
FBgn0003231	17470	16527	17581	14069	20203	20408	28327	30290	23899	14451	13861	13737
FBgn0003248	354	284	266	238	292	365	311	467	459	262	208	141
FBgn0003249	2633	2916	2119	2548	2215	2375	4396	5092	2177	2038	1474	1683
FBgn0003250	2	0	10	0	0	0	0	0	0	8	0	0
FBgn0003254	2830	2747	2594	1796	2507	2883	4885	4166	2397	2161	2158	1548
FBgn0003255	185	228	69	158	152	134	236	127	119	130	131	84
FBgn0003256	1134	816	559	604	457	570	1286	1132	417	581	261	324
FBgn0003257	6503	3748	5519	4544	6833	8096	8227	12072	8202	8850	8070	6574
FBgn0003261	214	128	83	137	179	219	123	161	258	134	132	112
FBgn0003267	2204	3091	2018	1948	2865	2343	4702	3478	3428	2470	2484	2140
FBgn0003268	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003270	0	0	0	2	29	0	17	0	2	5	0	0
FBgn0003274	0	0	0	2	0	8	12	48	0	26	17	0
FBgn0003275	54	49	0	16	58	5	70	117	57	40	26	79
FBgn0003277	3126	2743	2444	2152	1886	2244	4280	3358	1745	2490	1590	1474
FBgn0003278	3437	3230	2337	1991	2239	2557	4707	4332	1768	2343	1460	1409
FBgn0003279	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003285	0	4	1	0	0	0	0	7	6	0	0	19
FBgn0003292	2	1	1	17	0	1	0	12	0	0	0	0
FBgn0003295	41	109	74	72	96	19	88	59	67	31	16	27
FBgn0003300	0	4	0	4	0	0	55	0	3	0	0	4
FBgn0003301	3676	4200	2547	2763	4267	3849	5464	6494	5166	3392	3907	2493
FBgn0003302	0	0	0	1	0	0	0	0	0	1	0	0
FBgn0003308	0	1	0	0	1	0	0	26	0	0	0	0
FBgn0003310	5086	4966	3390	3188	3510	3532	8872	4922	2569	2845	2410	2062
FBgn0003312	2226	2521	1510	1670	1295	1245	4129	2786	946	1422	1055	1104
FBgn0003313	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003317	6	7	7	10	6	4	7	10	8	6	6	6
FBgn0003319	110	161	77	102	80	181	316	178	146	90	104	25
FBgn0003321	48	55	48	63	112	160	108	92	69	69	41	74
FBgn0003326	0	0	0	0	0	1	0	0	2	0	1	0
FBgn0003330	0	0	7	8	0	0	1	0	0	0	0	1
FBgn0003334	1	1	0	0	16	19	0	15	26	17	0	1
FBgn0003339	0	1	0	0	0	1	53	14	2	0	0	0
FBgn0003345	5940	6085	4274	3447	4733	4148	8136	6784	3186	3433	2660	3003
FBgn0003346	3986	4155	2968	2721	2176	2572	7391	4496	1596	2458	1514	1650
FBgn0003353	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003356	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003357	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003358	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003360	356	205	118	130	281	187	208	215	195	152	91	121
FBgn0003366	4	8	7	11	4	5	13	5	2	1	1	1
FBgn0003371	1824	1505	1612	1352	1976	1844	2785	2530	1575	1365	1200	1213
FBgn0003372	31	0	3	13	0	0	0	53	1	1	8	1
FBgn0003373	295	387	306	223	315	369	562	438	396	262	211	187
FBgn0003374	0	6	15	3	0	0	14	0	0	8	0	0
FBgn0003375	57	53	73	42	7	59	86	79	79	95	24	60
FBgn0003377	0	0	0	0	13	0	1	4	8	1	0	0
FBgn0003378	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003380	1044	821	831	661	1070	881	1373	1315	650	771	571	484
FBgn0003382	164	38	8	45	25	52	69	53	83	42	0	37
FBgn0003386	1149	883	443	585	1307	962	1120	1203	763	686	576	534
FBgn0003388	4351	4042	3348	3599	4672	5316	6668	8264	5052	4821	4289	3885
FBgn0003390	1729	2149	1338	1243	1243	1271	3509	1986	1377	1058	969	978
FBgn0003391	0	0	0	0	0	0	0	0	1	5	16	0
FBgn0003392	5195	3555	3663	2757	3075	3358	6858	4868	2473	2650	2049	2439
FBgn0003396	4630	3589	3164	2645	3346	3612	7803	5327	3342	3026	2288	2429
FBgn0003401	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003410	675	574	616	399	403	469	1245	599	539	601	310	329
FBgn0003411	23	39	109	54	123	53	36	108	108	61	45	54
FBgn0003415	2486	2419	1806	1301	1157	1645	5757	3385	1459	1583	1182	1289
FBgn0003416	1956	1614	1499	1630	3131	2335	2940	2539	2397	1602	1240	1237
FBgn0003423	6	7	6	10	1	0	27	29	0	0	0	16
FBgn0003429	5992	4764	5258	4531	7815	6236	7551	8895	6998	4095	4182	2938
FBgn0003430	112	51	121	136	112	29	105	158	131	158	72	39
FBgn0003435	2471	2497	1918	1451	952	1524	4969	3141	898	1501	763	902
FBgn0003444	3120	2913	2476	1753	1884	1544	5540	3891	1295	2085	1534	1342
FBgn0003447	1974	1565	1579	1476	1545	1831	3821	2630	1082	1543	1172	1051
FBgn0003448	0	14	19	26	127	0	61	115	33	19	21	3
FBgn0003449	7549	6620	4486	3851	4254	5082	12678	10849	3365	4342	2765	3508
FBgn0003450	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0003459	1623	1759	1380	1246	1421	1645	2430	2549	1338	1239	796	1143
FBgn0003460	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003462	24	77	11	14	18	10	69	38	27	36	25	4
FBgn0003463	2470	2162	1680	1674	1496	1581	3766	3316	1831	1590	1397	1196
FBgn0003464	22	0	14	30	1	0	1	16	14	12	1	16
FBgn0003475	7050	6482	4013	3732	3663	3974	8728	6554	3271	3571	3042	2775
FBgn0003479	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003480	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0003482	0	9	38	8	3	4	7	3	18	3	0	0
FBgn0003483	275	187	190	166	261	364	358	384	331	268	272	381
FBgn0003486	35	47	4	47	116	40	13	37	12	58	38	224
FBgn0003495	86	125	96	72	126	158	109	131	112	72	92	85
FBgn0003499	828	741	484	378	873	805	731	1010	1195	720	618	448
FBgn0003502	5515	5372	3674	3495	3211	2933	9888	6168	2772	3232	2500	2289
FBgn0003507	582	505	428	466	985	680	1020	878	823	731	603	431
FBgn0003510	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003511	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003512	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003513	2112	2107	1851	1657	2820	2519	3972	3279	2062	1580	1369	1480
FBgn0003514	255	433	290	319	465	523	917	646	797	469	364	408
FBgn0003515	17	45	1	30	15	7	8	70	39	22	1	0
FBgn0003517	0	0	0	0	10	0	0	0	0	0	0	0
FBgn0003520	0	0	0	0	2	2	3	3	4	5	0	6
FBgn0003525	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003527	2	2	0	0	0	0	1	13	0	0	0	0
FBgn0003545	0	0	0	0	0	0	0	0	0	8	0	0
FBgn0003557	7162	6500	4899	4708	5292	5738	11558	8798	5132	5408	5399	4945
FBgn0003559	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003567	77	81	38	22	16	31	106	40	4	17	23	58
FBgn0003575	2834	2984	2284	1942	1587	1688	5049	3171	1188	1676	1179	1156
FBgn0003598	0	0	9	25	9	0	0	0	7	0	0	0
FBgn0003607	2967	2227	1872	1862	1896	2270	5735	3779	2028	2058	1932	1842
FBgn0003612	5405	6022	5211	4538	5165	4923	7899	8915	3861	4556	3628	3446
FBgn0003638	0	0	0	11	11	10	19	0	0	0	20	3
FBgn0003651	1232	902	1015	676	890	1052	1870	2736	1085	954	909	835
FBgn0003654	0	2	1	0	0	1	0	0	0	1	0	0
FBgn0003655	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003656	12004	9384	9056	7839	11337	10266	11812	17019	8854	7520	7261	6209
FBgn0003660	2040	1355	1089	1052	862	1058	3381	2353	917	1536	959	998
FBgn0003676	16	10	19	20	14	0	0	19	32	36	0	16
FBgn0003683	48	133	26	69	6	0	239	109	28	61	2	39
FBgn0003687	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003701	1449	1351	879	986	906	1326	2769	2615	1101	1487	986	1182
FBgn0003710	482	399	273	323	433	431	503	617	285	168	195	196
FBgn0003714	0	0	0	0	1	0	0	0	1	0	0	0
FBgn0003716	5042	4827	4451	3820	4475	4661	7521	7335	3914	4214	3093	2872
FBgn0003719	21	44	34	27	84	35	12	22	29	18	0	0
FBgn0003720	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003721	2482	3161	1844	2067	2332	2634	5139	5095	1928	2185	1630	1495
FBgn0003731	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003733	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0003741	93	105	93	49	66	260	198	94	24	50	56	52
FBgn0003742	1	1	0	0	0	0	1	0	0	0	0	0
FBgn0003744	825	1110	767	802	768	935	2090	1653	605	848	422	461
FBgn0003747	23	10	6	25	26	1	35	13	0	0	11	12
FBgn0003748	217	272	264	272	274	372	467	728	322	175	228	219
FBgn0003751	24	95	11	57	81	63	138	223	70	95	117	34
FBgn0003861	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003862	139	116	122	79	73	106	200	261	150	139	106	95
FBgn0003863	31	33	25	59	17	55	20	74	42	33	42	55
FBgn0003865	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0003866	408	428	377	581	706	259	432	715	572	452	396	308
FBgn0003867	1	9	19	3	17	15	0	11	2	4	2	6
FBgn0003870	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003882	458	446	371	276	498	408	872	918	615	680	460	453
FBgn0003884	1	3	1	2	1	3	1	6	2	2	1	2
FBgn0003885	0	15	1	0	1	0	1	1	0	2	0	3
FBgn0003886	0	0	0	0	0	0	0	0	0	0	0	12
FBgn0003888	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003889	2	0	0	1	1	0	4	1	0	1	1	0
FBgn0003890	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003891	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003892	182141	157270	65870	170178	194819	176664	202823	255307	134270	180907	138064	183574
FBgn0003896	269	222	212	320	389	217	356	378	366	326	296	68
FBgn0003900	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003916	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0003920	147	125	123	64	15	132	121	126	88	107	67	59
FBgn0003922	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003923	2	7	0	0	0	0	0	0	0	0	3	0
FBgn0003926	0	0	0	0	13	0	0	0	0	0	0	0
FBgn0003930	0	2	5	8	6	0	0	10	0	2	7	6
FBgn0003931	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003933	60	64	30	40	38	22	68	57	12	25	13	25
FBgn0003934	1	0	0	7	0	23	0	0	0	0	0	0
FBgn0003935	0	0	1	0	0	0	4	1	0	0	0	0
FBgn0003936	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0003938	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0003941	52129	35286	50652	39156	60038	60994	78765	117403	75720	67795	68296	59770
FBgn0003942	130327	92522	68052	100170	106077	196905	156007	203474	182617	129217	191081	172525
FBgn0003943	5433	6856	5873	5911	5807	4462	12521	8817	6423	5619	5849	4143
FBgn0003944	293	297	243	228	281	448	457	504	343	365	322	265
FBgn0003950	56	95	44	97	54	85	94	154	101	13	1	14
FBgn0003961	3009	1775	3234	2252	6805	5778	3284	5587	6993	3093	2578	1903
FBgn0003963	1112	1254	718	803	963	932	1755	1459	734	959	695	404
FBgn0003964	1798	1416	1589	1491	1866	2141	2198	2801	2046	1641	1546	1222
FBgn0003965	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003969	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0003975	1219	1588	1149	1215	1600	1448	2791	1829	1492	1530	1264	1170
FBgn0003977	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003978	610	473	493	340	414	507	622	858	294	461	353	266
FBgn0003979	22985	6375	25021	13424	7196	24709	24987	58359	10176	36253	29906	28303
FBgn0003980	15034	3208	17940	7991	6141	14834	11640	36549	6352	16874	13944	11921
FBgn0003983	13607	3021	11753	5770	3086	15374	12426	23819	6228	20060	22824	22706
FBgn0003984	0	1	1	0	0	2	0	0	1	2	0	0
FBgn0003996	0	0	14	0	0	0	2	1	0	13	0	0
FBgn0003997	0	1	23	12	34	21	11	17	19	30	0	10
FBgn0004003	699	673	540	374	665	627	1024	835	446	347	302	248
FBgn0004034	150117	114263	121753	82708	126848	233065	113625	198872	113456	111433	115716	95312
FBgn0004045	0	0	0	0	0	0	0	1	1	0	0	0
FBgn0004047	1084	1052	846	865	1651	1127	1421	1297	1140	739	745	890
FBgn0004049	2103	1513	1765	1017	1311	1283	2841	1800	1143	1287	931	713
FBgn0004050	24	40	54	27	83	83	88	27	98	14	68	34
FBgn0004052	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0004053	0	0	0	6	0	0	0	1	0	0	0	0
FBgn0004054	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004055	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004057	2396	1693	1128	1115	735	937	3467	1916	538	845	345	559
FBgn0004066	2737	1836	1959	1401	1745	1751	4351	3636	1698	2276	1538	1947
FBgn0004087	60	53	94	141	147	252	99	223	302	57	196	110
FBgn0004101	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004102	0	0	1	1	2	2	0	2	24	16	0	0
FBgn0004103	1455	1166	1193	1015	1893	1406	1262	1771	1596	1119	1279	910
FBgn0004106	3723	3640	2758	2233	1714	2175	8324	4631	1380	2821	1668	1951
FBgn0004107	31	0	0	6	40	1	16	23	19	0	0	4
FBgn0004108	2931	2270	2674	1870	2155	3392	6172	5032	2651	2708	2379	2394
FBgn0004110	19	4	0	0	0	20	5	4	2	0	0	1
FBgn0004117	492	508	407	439	498	444	607	826	426	384	315	262
FBgn0004118	23	81	58	18	61	195	43	43	96	11	55	28
FBgn0004132	31	37	55	23	56	70	42	61	60	38	43	42
FBgn0004133	2162	1449	1114	916	1061	1133	4041	2515	811	1625	721	509
FBgn0004143	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0004167	15503	17375	11196	15370	15336	17693	25955	30764	14857	12863	10017	10212
FBgn0004168	32	54	86	59	54	28	184	160	101	12	51	51
FBgn0004169	1044	508	460	292	580	535	845	719	276	463	362	294
FBgn0004170	4682	4229	3647	3113	4596	4708	5016	5331	3244	2751	2421	2368
FBgn0004171	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004172	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004173	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004174	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004175	0	0	0	0	0	0	0	0	3	0	1	0
FBgn0004177	12294	11588	10068	8676	12020	9989	19736	13459	7924	8234	6840	6646
FBgn0004179	598	683	343	564	663	639	878	1297	814	811	481	346
FBgn0004181	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004183	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004185	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004186	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004187	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004188	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004189	0	0	0	0	14	0	0	0	0	0	0	0
FBgn0004190	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004191	0	0	0	0	0	0	0	0	3	0	0	0
FBgn0004192	34	0	0	14	0	0	20	47	0	21	20	20
FBgn0004197	168	223	169	90	145	93	120	210	131	102	37	35
FBgn0004198	285	235	247	149	130	152	669	297	151	276	130	199
FBgn0004227	1182	1157	680	764	1597	1491	1869	1694	1429	1091	880	873
FBgn0004228	0	0	0	0	0	0	1	1	0	0	0	0
FBgn0004237	0	0	0	0	0	0	0	0	10	0	0	0
FBgn0004240	0	0	0	0	0	0	1	0	0	0	0	1
FBgn0004242	4655	4811	3655	3813	6430	5986	6202	7585	5449	4393	4264	3391
FBgn0004244	531	431	353	342	666	561	931	680	581	466	396	408
FBgn0004359	4190	4061	3428	2281	2166	1987	6850	3623	1475	2018	1330	1353
FBgn0004360	0	0	0	1	0	0	0	0	0	0	0	4
FBgn0004362	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004363	39636	29877	33879	26161	36715	39321	55834	59775	37070	31196	35438	27756
FBgn0004364	1	0	0	1	0	0	0	6	1	0	0	0
FBgn0004367	427	322	238	263	296	297	600	450	341	209	152	176
FBgn0004368	84	19	8	24	76	1	39	49	21	41	30	27
FBgn0004369	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004370	4	3	5	27	26	14	12	9	4	31	13	5
FBgn0004372	1	0	0	0	0	2	0	1	0	0	0	0
FBgn0004373	9169	8558	6912	6268	7215	7131	15169	10974	5742	5786	4917	3960
FBgn0004374	1134	1392	673	624	449	617	2814	1226	341	969	523	536
FBgn0004378	3292	2595	1425	1655	806	1243	6648	2845	775	1862	868	873
FBgn0004379	3383	2304	3376	2592	2910	2976	5583	4520	2374	3150	2602	1927
FBgn0004380	5383	3999	4552	4368	4719	5611	15691	10725	6841	6387	4713	5007
FBgn0004381	213	326	344	350	434	431	429	513	705	422	360	221
FBgn0004387	1711	1538	960	977	1010	812	2241	1758	626	949	648	579
FBgn0004389	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004390	1032	845	726	691	1148	1017	2020	1415	975	746	845	777
FBgn0004391	0	1	0	0	0	1	1	0	0	4	0	2
FBgn0004394	170	66	131	213	116	101	126	123	198	183	131	104
FBgn0004395	2	10	26	35	0	46	0	17	0	31	14	0
